"dataset_ID","meantimes","Acer","Adoxa.moschatellina","Anemone","Anemone.nemorosa","Betula","Betula.Corylus.Myrica","Betula.fruticosa","Betula.humilis","Betula.nana","Betula.pendula","Betula.pubescens","Carpinus","Carpinus.betulus","Convallaria","Convallaria.majalis","Cornus","Cornus.mas.C..suecica","Cornus.sanguinea","Cornus.suecica","Corylus","Corylus.avellana","Corylus.Myrica","Fagus","Fagus.sylvatica","Fraxinus","Fraxinus.excelsior","Hedera","Hedera.helix","Ilex","Larix","Lonicera.periclymenum","Mercurialis","Mercurialis.perennis","Micranthes.nivalis","Micranthes.nivalis.M..tenuis","Polygonatum","Polygonatum.verticillatum","Populus","Populus.tremula","Prunus","Prunus.padus","Quercus","Rhamnus","Rhamnus.cathartica","Sanicula","Sorbus","Sorbus.aria","Sorbus.aucuparia","Stachys.sylvatica","Tilia","Tilia.cordata","Ulmus","Ulmus.glabra","Viburnum","Viburnum.opulus","Viscum","Viscum.album"
"20279",7183.292,NA,NA,NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"20279",7388.969,NA,NA,NA,NA,"212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"4",NA,NA,NA,NA,NA
"20279",7516.787,NA,NA,NA,NA,"199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"2",NA,NA,NA,"1",NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA
"20279",7633.441,NA,NA,NA,NA,"195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA
"20279",7747.365,NA,NA,NA,NA,"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA
"20279",7947.686,NA,NA,NA,NA,"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"20279",8132.999,NA,NA,NA,NA,"196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"2",NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"20279",8311.885,NA,NA,NA,NA,"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"2",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"20279",8557.077,NA,NA,NA,NA,"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"20279",8715.209,NA,NA,NA,NA,"256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"3",NA,NA,NA,"0",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"20279",8876.769,NA,NA,NA,NA,"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"20279",9014.392,NA,NA,NA,NA,"334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA
"20279",9251.531,NA,NA,NA,NA,"383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",9414.905,NA,NA,NA,NA,"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"20279",9731.178,NA,NA,NA,NA,"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",10045.193,NA,NA,NA,NA,"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"20279",10242.572,NA,NA,NA,NA,"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",10435.624,NA,NA,NA,NA,"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"20279",10632.528,NA,NA,NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",10834.244,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",11154.902,NA,NA,NA,NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",11413.622,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",11698.16,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",11948.385,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",12133.231,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",12569.015,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",12898.759,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",12963.231,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",13022.582,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",13141.824,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",13202.816,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",13415.984,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",13703.382,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20279",13885.759,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",-24.786,NA,NA,NA,NA,"113",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",20.623,NA,NA,NA,NA,"123",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"4",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",68.926,NA,NA,NA,NA,"143",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"2",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",114.18,NA,NA,NA,NA,"148",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",155.622,NA,NA,NA,NA,"140",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",196.772,NA,NA,NA,NA,"138",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",239.789,NA,NA,NA,NA,"118",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",283.671,NA,NA,NA,NA,"178",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",324.84,NA,NA,NA,NA,"164",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",367.161,NA,NA,NA,NA,"110",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",410.335,NA,NA,NA,NA,"135",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",453.142,NA,NA,NA,NA,"161",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",495.395,NA,NA,NA,NA,"156",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",540.975,NA,NA,NA,NA,"124",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",597.652,NA,NA,NA,NA,"150",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"2",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,NA,NA,NA
"20285",676.369,NA,NA,NA,NA,"132",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"4",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",729.25,NA,NA,NA,NA,"111",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",775.722,NA,NA,NA,NA,"152",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",821.33,NA,NA,NA,NA,"104",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",868.515,NA,NA,NA,NA,"156",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"4",NA,NA,NA,NA,NA
"20285",921.495,NA,NA,NA,NA,"135",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",997.895,NA,NA,NA,NA,"227",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1051.665,NA,NA,NA,NA,"126",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1096.329,NA,NA,NA,NA,"115",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"2",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1142.243,NA,NA,NA,NA,"164",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,"0",NA,"1",NA,NA,NA,NA,NA
"20285",1194.402,NA,NA,NA,NA,"136",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1261.164,NA,NA,NA,NA,"101",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1324.374,NA,NA,NA,NA,"104",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,NA,NA,NA
"20285",1377.134,NA,NA,NA,NA,"128",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1427.568,NA,NA,NA,NA,"157",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"2",NA,"0",NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1478.16,NA,NA,NA,NA,"185",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1534.179,NA,NA,NA,NA,"178",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"3",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"1",NA,"0",NA,NA,NA,NA,NA
"20285",1601.534,NA,NA,NA,NA,"114",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"1",NA,NA,NA,NA,NA
"20285",1627.067,NA,NA,NA,NA,"145",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1647.909,NA,NA,NA,NA,"164",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1668.015,NA,NA,NA,NA,"188",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1688.133,NA,NA,NA,NA,"175",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1708.45,NA,NA,NA,NA,"147",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1730.976,NA,NA,NA,NA,"137",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1770.387,NA,NA,NA,NA,"79",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
"20285",1818.801,NA,NA,NA,NA,"98",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,"0",NA,NA,NA,NA,NA
