"dataset_ID","meantimes","Acer","Adoxa.moschatellina","Anemone","Anemone.nemorosa","Betula","Betula.Corylus.Myrica","Betula.fruticosa","Betula.humilis","Betula.nana","Betula.pendula","Betula.pubescens","Carpinus","Carpinus.betulus","Convallaria","Convallaria.majalis","Cornus","Cornus.mas.C..suecica","Cornus.sanguinea","Cornus.suecica","Corylus","Corylus.avellana","Corylus.Myrica","Fagus","Fagus.sylvatica","Fraxinus","Fraxinus.excelsior","Hedera","Hedera.helix","Ilex","Larix","Lonicera.periclymenum","Mercurialis","Mercurialis.perennis","Micranthes.nivalis","Micranthes.nivalis.M..tenuis","Polygonatum","Polygonatum.verticillatum","Populus","Populus.tremula","Prunus","Prunus.padus","Quercus","Rhamnus","Rhamnus.cathartica","Sanicula","Sorbus","Sorbus.aria","Sorbus.aucuparia","Stachys.sylvatica","Tilia","Tilia.cordata","Ulmus","Ulmus.glabra","Viburnum","Viburnum.opulus","Viscum","Viscum.album"
"4156",325.236,"0",NA,NA,NA,"201",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"88",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"10","0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"4156",379.955,"0",NA,NA,NA,"211",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"129",NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"10","0",NA,NA,NA,NA,NA,NA,"3",NA,"2",NA,NA,NA,NA,NA
"4156",423.856,"0",NA,NA,NA,"180",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"49",NA,NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"8","0",NA,NA,NA,NA,NA,NA,"3",NA,"1",NA,NA,NA,NA,NA
"4156",464.307,"0",NA,NA,NA,"162",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"5","0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"4156",503.197,"0",NA,NA,NA,"159",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"9","0",NA,NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"4156",540.41,"0",NA,NA,NA,"160",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"5","0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"4156",576.469,"0",NA,NA,NA,"126",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"4","0",NA,NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA
"4156",612.92,"0",NA,NA,NA,"158",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"5","0",NA,NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"4156",647.985,"0",NA,NA,NA,"101",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"6","0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"4156",684.767,"0",NA,NA,NA,"153",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"11","0",NA,NA,NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA
"4156",720.993,"0",NA,NA,NA,"238",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"6","0",NA,NA,NA,NA,NA,NA,"0",NA,"6",NA,NA,NA,NA,NA
"4156",759.849,"0",NA,NA,NA,"191",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,"7","0",NA,NA,NA,NA,NA,NA,"0",NA,"4",NA,NA,NA,NA,NA
"4156",802.516,"0",NA,NA,NA,"234",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"16","0",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"4156",861.413,"0",NA,NA,NA,"188",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"9","0",NA,NA,NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA
"4156",907.265,"0",NA,NA,NA,"167",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"15","0",NA,NA,NA,NA,NA,NA,"0",NA,"4",NA,NA,NA,NA,NA
"4156",937.283,"1",NA,NA,NA,"241",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,"12","0",NA,NA,NA,NA,NA,NA,"0",NA,"7",NA,NA,NA,NA,NA
"4156",963.223,"1",NA,NA,NA,"285",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"16","0",NA,NA,NA,NA,NA,NA,"0",NA,"4",NA,NA,NA,NA,NA
"4156",987.914,"0",NA,NA,NA,"236",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,"21","0",NA,NA,NA,NA,NA,NA,"0",NA,"7",NA,NA,NA,NA,NA
"4156",1011.605,"0",NA,NA,NA,"350",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"15","0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"4156",1034.547,"0",NA,NA,NA,"289",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"0",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"12","0",NA,NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"4156",1057.78,"0",NA,NA,NA,"321",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,"25","0",NA,NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"4156",1080.982,"0",NA,NA,NA,"333",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"18","0",NA,NA,NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA
"4156",1104.399,"1",NA,NA,NA,"284",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"15","0",NA,NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"4156",1126.532,"0",NA,NA,NA,"331",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"20","0",NA,NA,NA,NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA
"4156",1148.56,"0",NA,NA,NA,"375",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"28","0",NA,NA,NA,NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA
"4156",1170.675,"0",NA,NA,NA,"261",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,"26","0",NA,NA,NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA
"4156",1192.959,"0",NA,NA,NA,"291",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"0",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"24","0",NA,NA,NA,NA,NA,NA,"1",NA,"6",NA,NA,NA,NA,NA
"4156",1214.817,"1",NA,NA,NA,"267",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"45","0",NA,NA,NA,NA,NA,NA,"0",NA,"10",NA,NA,NA,NA,NA
"4156",1236.687,"0",NA,NA,NA,"262",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"0",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"31","0",NA,NA,NA,NA,NA,NA,"2",NA,"3",NA,NA,NA,NA,NA
"4156",1257.819,"0",NA,NA,NA,"264",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"36","0",NA,NA,NA,NA,NA,NA,"1",NA,"7",NA,NA,NA,NA,NA
"4156",1279.838,"0",NA,NA,NA,"251",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"0",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"25","0",NA,NA,NA,NA,NA,NA,"0",NA,"6",NA,NA,NA,NA,NA
"4156",1302.079,"0",NA,NA,NA,"264",NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"27","0",NA,NA,NA,NA,NA,NA,"0",NA,"10",NA,NA,NA,NA,NA
"4156",1324.488,"0",NA,NA,NA,"240",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"21","0",NA,NA,NA,NA,NA,NA,"1",NA,"8",NA,NA,NA,NA,NA
"4156",1348.36,"0",NA,NA,NA,"308",NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"18","0",NA,NA,NA,NA,NA,NA,"0",NA,"8",NA,NA,NA,NA,NA
"4156",1371.891,"0",NA,NA,NA,"254",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"2",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,"27","0",NA,NA,NA,NA,NA,NA,"1",NA,"7",NA,NA,NA,NA,NA
"4156",1396.72,"0",NA,NA,NA,"266",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"20","0",NA,NA,NA,NA,NA,NA,"0",NA,"6",NA,NA,NA,NA,NA
"4156",1423.842,"0",NA,NA,NA,"229",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"0",NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"26","0",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"4156",1453.53,"0",NA,NA,NA,"303",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"0",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"31","0",NA,NA,NA,NA,NA,NA,"0",NA,"8",NA,NA,NA,NA,NA
"4156",1497.267,"1",NA,NA,NA,"260",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,"1",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"40","0",NA,NA,NA,NA,NA,NA,"0",NA,"12",NA,NA,NA,NA,NA
"4156",1544.706,"0",NA,NA,NA,"212",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"34","0",NA,NA,NA,NA,NA,NA,"2",NA,"17",NA,NA,NA,NA,NA
"4156",1584.021,"2",NA,NA,NA,"204",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,"1",NA,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,"73","0",NA,NA,NA,NA,NA,NA,"2",NA,"23",NA,NA,NA,NA,NA
"4156",1621.503,"1",NA,NA,NA,"141",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"42","0",NA,NA,NA,NA,NA,NA,"0",NA,"23",NA,NA,NA,NA,NA
"4156",1659.811,"0",NA,NA,NA,"132",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,"40","0",NA,NA,NA,NA,NA,NA,"0",NA,"40",NA,NA,NA,NA,NA
"4156",1711.814,"4",NA,NA,NA,"149",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"54","0",NA,NA,NA,NA,NA,NA,"0",NA,"43",NA,NA,NA,NA,NA
"4156",1799.098,"2",NA,NA,NA,"142",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,"61","0",NA,NA,NA,NA,NA,NA,"0",NA,"42",NA,NA,NA,NA,NA
"4156",1881.325,"1",NA,NA,NA,"142",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"2",NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,"87","1",NA,NA,NA,NA,NA,NA,"0",NA,"46",NA,NA,NA,NA,NA
"4156",1963.732,"1",NA,NA,NA,"175",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"77","0",NA,NA,NA,NA,NA,NA,"0",NA,"53",NA,NA,NA,NA,NA
"4156",2055.806,"3",NA,NA,NA,"167",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"0",NA,"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,"67","0",NA,NA,NA,NA,NA,NA,"0",NA,"52",NA,NA,NA,NA,NA
"4156",2125.054,"2",NA,NA,NA,"189",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"62","0",NA,NA,NA,NA,NA,NA,"0",NA,"50",NA,NA,NA,NA,NA
"4156",2169.417,"2",NA,NA,NA,"248",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"0",NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,"79","0",NA,NA,NA,NA,NA,NA,"0",NA,"34",NA,NA,NA,NA,NA
"4156",2204.054,"0",NA,NA,NA,"247",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"58","0",NA,NA,NA,NA,NA,NA,"0",NA,"33",NA,NA,NA,NA,NA
"4156",2236.196,"2",NA,NA,NA,"312",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,"65","0",NA,NA,NA,NA,NA,NA,"4",NA,"31",NA,NA,NA,NA,NA
"4156",2264.616,"2",NA,NA,NA,"339",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"0",NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"62","0",NA,NA,NA,NA,NA,NA,"2",NA,"30",NA,NA,NA,NA,NA
"4156",2294.088,"0",NA,NA,NA,"307",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"90","0",NA,NA,NA,NA,NA,NA,"0",NA,"29",NA,NA,NA,NA,NA
"4168",222.39,"0",NA,"0",NA,"117",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"4168",395.905,"0",NA,"0",NA,"124",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"4168",549.969,"1",NA,"0",NA,"135",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"4168",696.038,"0",NA,"0",NA,"119",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"2",NA,"1",NA,NA,NA,NA,NA
"4168",834.545,"0",NA,"0",NA,"144",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA
"4168",969.527,"0",NA,"0",NA,"130",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"4168",1098.986,"0",NA,"0",NA,"164",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,NA,NA
"4168",1226.038,"0",NA,"0",NA,"146",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","3",NA,NA,NA,NA,NA,NA,"2",NA,"1",NA,NA,NA,NA,NA
"4168",1351.013,"0",NA,"0",NA,"125",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA
"4168",1474.532,"0",NA,"0",NA,"158",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA
"4168",1600.197,"0",NA,"0",NA,"121",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"2","1",NA,NA,NA,NA,NA,NA,"2",NA,"4",NA,NA,NA,NA,NA
"4168",1727.172,"0",NA,"0",NA,"128",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"4","1",NA,NA,NA,NA,NA,NA,"4",NA,"1",NA,NA,NA,NA,NA
"4168",1854.512,"0",NA,"0",NA,"111",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"4",NA,"5",NA,NA,NA,NA,NA
"4168",1983.813,"0",NA,"0",NA,"140",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"4","0",NA,NA,NA,NA,NA,NA,"1",NA,"2",NA,NA,NA,NA,NA
"4168",2117.616,"0",NA,"0",NA,"151",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,NA,NA,NA,NA,"1",NA,"3",NA,NA,NA,NA,NA
"4168",2256.289,"0",NA,"0",NA,"173",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"3","0",NA,NA,NA,NA,NA,NA,"1",NA,"5",NA,NA,NA,NA,NA
"4168",2410.651,"0",NA,"0",NA,"159",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"4","1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"4168",2581.934,"1",NA,"0",NA,"178",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"3","2",NA,NA,NA,NA,NA,NA,"5",NA,"2",NA,NA,NA,NA,NA
"4168",2763.011,"0",NA,"0",NA,"138",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"3",NA,"3",NA,NA,NA,NA,NA
"4168",2891.334,"0",NA,"0",NA,"190",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"9","0",NA,NA,NA,NA,NA,NA,"2",NA,"1",NA,NA,NA,NA,NA
"4168",2958.496,"0",NA,"0",NA,"152",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"3","0",NA,NA,NA,NA,NA,NA,"2",NA,"1",NA,NA,NA,NA,NA
