"X.1","X","LabID","weighted_mean","long","lat","Material"
2447,2447,"Beta-223438",2099.62545768042,5.685927,58.98697,"grain"
2461,2461,"Beta-226498",2133.52443063913,5.685927,58.98697,"charcoal"
2535,2535,"Beta-251693",3339.68897473053,9.57,59,"Charcoal"
2553,2553,"Beta-2632266",899.839878662594,9.712984,59.117506,"Charcoal"
2554,2554,"Beta-2632267",164.599732531631,9.712984,59.117506,"Charcoal"
2555,2555,"Beta-2632268",1909.19555785179,9.712984,59.117506,"Charcoal"
2556,2556,"Beta-2632269",2071.13610864394,9.712984,59.117506,"Charcoal"
2557,2557,"Beta-2632270",1544.88544773838,9.712984,59.117506,"Charcoal"
2558,2558,"Beta-2632272",152.47410975407,9.712984,59.117506,"Charcoal"
2574,2574,"Beta-324757",2077.71367696904,9.673244,59.12914,"Charcoal"
2578,2578,"Beta-359783",3120.78582875701,9.678132,59.033775,""
2596,2596,"Beta-411673",2761.52940368153,8.77,58.46,"Charcoal"
2597,2597,"Beta-411674",2551.6137892937,8.77,58.46,"Charcoal"
2598,2598,"Beta-417122",7896.56158572482,9.477397,58.966245,"Charcoal"
2599,2599,"Beta-417123",7941.9249181927,9.477397,58.966245,"Charcoal"
2632,2632,"Beta-439962",1615.96733628783,8.831609,58.516217,"Charcoal"
2633,2633,"Beta-442233",1698.59460403661,8.77,58.46,"Hazel nutshell"
2634,2634,"Beta-442234",1465.06299693346,8.77,58.46,"Hazel nutshell"
2635,2635,"Beta-448114",1671.27363562365,8.831609,58.516217,"Charcoal"
2636,2636,"Beta-448115",1607.78805367341,8.831609,58.516217,"Charcoal"
2637,2637,"Beta-448116",1794.63032342044,8.831609,58.516217,"Charcoal"
2638,2638,"Beta-448117",1580.42506385218,8.831609,58.516217,"Charcoal"
2639,2639,"Beta-448118",5665.78302341472,8.831609,58.516217,"Hazel nutshell"
2640,2640,"Beta-448119",6060.82621889335,8.831609,58.516217,"Charcoal"
2641,2641,"Beta-448120",2429.95903346454,8.831609,58.516217,"Charcoal"
2642,2642,"Beta-448121",1455.95483270603,8.831609,58.516217,"Charcoal"
2643,2643,"Beta-448123",9839.54476210706,8.82614,58.514361,"Charcoal"
2644,2644,"Beta-448124",3992.44623556621,8.833794,58.516731,"Soot from pottery"
2645,2645,"Beta-448125",3768.95809100139,8.833794,58.516731,"Soot from pottery"
2646,2646,"Beta-448127",1647.45862626907,8.81642,58.477818,"Charcoal"
2647,2647,"Beta-448128",7190.50331727808,8.81642,58.477818,"Charcoal"
2771,2771,"Beta451353",1846.80735901674,5.952933,59.024981,"Charcoal"
2772,2772,"Beta451354",3284.09054588945,5.952933,59.024981,"Charcoal"
2897,2897,"LuS-10842",3908.58637759821,9.816126,59.10568,"Pottery"
2969,2969,"Lus-12337",140.745089062584,9.93,59.89,"Burned bone"
3000,3000,"Lus-12403",1438.74280926646,9.553103,59.176029,"charcoal"
3001,3001,"Lus-12404",2415.94442091501,9.553103,59.176029,"charcoal"
3002,3002,"Lus-12405",1807.45221405562,9.553103,59.176029,"charcoal"
3003,3003,"Lus-12406",1672.66122205481,9.553103,59.176029,"charcoal"
3004,3004,"Lus-12407",1725.60181163744,9.553103,59.176029,"charcoal"
3005,3005,"Lus-12408",132.890161863031,9.553103,59.176029,"charcoal"
3006,3006,"Lus-12409",130.522216648476,9.553103,59.176029,"charcoal"
3007,3007,"Lus-12410",2196.01272376459,9.553103,59.176029,"charcoal"
3008,3008,"Lus-12411",2056.2838589659,9.553103,59.176029,"charcoal"
3009,3009,"Lus-12412",2171.92046244544,9.553103,59.176029,"charcoal"
3010,3010,"Lus-12413",2062.26924416809,9.553103,59.176029,"charcoal"
3011,3011,"Lus-12414",2244.34565223343,9.553103,59.176029,"charcoal"
3012,3012,"Lus-12415",2500.51841752142,9.553103,59.176029,"charcoal"
3013,3013,"Lus-12416",2044.17656032372,9.553103,59.176029,"charcoal"
3014,3014,"Lus-12417",2533.43557549276,9.553103,59.176029,"charcoal"
3015,3015,"Lus-12418",3059.82804068162,9.553103,59.176029,"charcoal"
3016,3016,"Lus-12419",3576.56959362602,9.553103,59.176029,"charcoal"
3017,3017,"Lus-12420",1662.41685979441,9.553103,59.176029,"charcoal"
3018,3018,"Lus-12421",1646.15181369749,9.553103,59.176029,"charcoal"
3019,3019,"Lus-12422",3204.51562993701,9.553103,59.176029,"charcoal"
3020,3020,"Lus-12423",2428.92227879839,9.553103,59.176029,"charcoal"
3021,3021,"Lus-12424",1506.46666464718,9.553103,59.176029,"charcoal"
3041,3041,"Lus-12506",1464.43686744167,9.553103,59.176029,"Burned bone"
3042,3042,"Lus-12507",1446.75954297149,9.553103,59.176029,"Burned bone"
3043,3043,"Lus-12508",1397.98023186182,9.553103,59.176029,"Burned bone"
3045,3045,"Lus-12553",979.644256328445,7.56,59.81,"charcoal"
3046,3046,"Lus-12554",1109.1502801185,7.56,59.81,"charcoal"
3047,3047,"Lus-12555",1126.60253570876,7.56,59.81,"charcoal"
3048,3048,"Lus-12556",791.422948512357,7.56,59.81,"charcoal"
3049,3049,"Lus-12557",821.037396997678,7.56,59.81,"charcoal"
3050,3050,"Lus-12558",1045.75094082617,7.56,59.81,"charcoal"
3051,3051,"Lus-12559",1222.46947234278,7.56,59.81,"charcoal"
3052,3052,"Lus-12560",1017.26673431128,7.56,59.81,"charcoal"
3053,3053,"Lus-12561",1151.51886523885,7.56,59.81,"charcoal"
3054,3054,"Lus-12615",147.694300094423,9.661775,59.072911,"Nutshell"
3055,3055,"Lus-12616",132.826506821325,9.661775,59.072911,"Nutshell"
3056,3056,"Lus-12640",1021.3236012215,9.236187,59.32251,"charcoal"
3057,3057,"Lus-12644",139.98624319938,9.236187,59.32251,"macrofossil"
3058,3058,"Lus-12645",2168.96824621691,9.236187,59.32251,"charcoal"
3059,3059,"Lus-12646",1641.83824188152,9.236187,59.32251,"charcoal"
3060,3060,"Lus-12647",1638.10179487082,9.236187,59.32251,"charcoal"
3061,3061,"Lus-12648",697.440026441499,9.236187,59.32251,"charcoal"
3062,3062,"Lus-12649",2216.06202899712,9.236187,59.32251,"charcoal"
3063,3063,"Lus-12650",520.621764800677,9.236187,59.32251,"charcoal"
3064,3064,"Lus-12651",2142.54064319826,9.236187,59.32251,"charcoal"
3066,3066,"Lus-12778",1627.23309096967,7.29363,58.064618,"charcoal"
3067,3067,"Lus-12779",2224.83124105933,7.29363,58.064618,"charcoal"
3068,3068,"Lus-12780",1663.23881600966,7.29363,58.064618,"charcoal"
3069,3069,"Lus-12781",835.740208189411,7.29363,58.064618,"charcoal"
3070,3070,"Lus-12782",2982.27187763523,7.29363,58.064618,"charcoal"
3071,3071,"Lus-12783",3161.42781668136,7.29363,58.064618,"charcoal"
3072,3072,"Lus-12784",3153.19619431763,7.29363,58.064618,"charcoal"
3073,3073,"Lus-12785",3339.68897473053,7.29363,58.064618,"charcoal"
