"dataset_ID","meantimes","Abies","Arctostaphylos","Arctostaphylos.uva.ursi","Huperzia","Huperzia.selago","Linnaea.borealis","Lycopodium","Lycopodium.annotinum","Melampyrum","Picea","Picea.abies","Pinus","Pinus.sylvestris","Taxus","Taxus.baccata","Vaccinium"
"4372",4175.084,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,"152",NA,NA,NA,NA
"4372",3994.839,NA,NA,NA,NA,NA,NA,"4",NA,NA,"1",NA,"198",NA,NA,NA,NA
"4372",3824.126,NA,NA,NA,NA,NA,NA,"3",NA,NA,"0",NA,"158",NA,NA,NA,NA
"4372",3664.399,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,"117",NA,NA,NA,NA
"4393",358.768,"0",NA,NA,NA,NA,NA,NA,NA,"0","140",NA,"452",NA,NA,NA,NA
"4393",429.868,"1",NA,NA,NA,NA,NA,NA,NA,"0","96",NA,"383",NA,NA,NA,NA
"4393",508.767,"0",NA,NA,NA,NA,NA,NA,NA,"0","111",NA,"391",NA,NA,NA,NA
"4393",661.759,"0",NA,NA,NA,NA,NA,NA,NA,"0","266",NA,"420",NA,NA,NA,NA
"4393",784.367,"0",NA,NA,NA,NA,NA,NA,NA,"0","107",NA,"273",NA,NA,NA,NA
"4393",889.506,"0",NA,NA,NA,NA,NA,NA,NA,"0","107",NA,"516",NA,NA,NA,NA
"4393",982.813,"0",NA,NA,NA,NA,NA,NA,NA,"0","130",NA,"615",NA,NA,NA,NA
"4393",1071.883,"0",NA,NA,NA,NA,NA,NA,NA,"0","219",NA,"368",NA,NA,NA,NA
"4393",1158.989,"0",NA,NA,NA,NA,NA,NA,NA,"0","188",NA,"339",NA,NA,NA,NA
"4393",1243.978,"0",NA,NA,NA,NA,NA,NA,NA,"0","250",NA,"387",NA,NA,NA,NA
"4393",1330.678,"0",NA,NA,NA,NA,NA,NA,NA,"0","250",NA,"387",NA,NA,NA,NA
"4393",1415.068,"0",NA,NA,NA,NA,NA,NA,NA,"0","167",NA,"341",NA,NA,NA,NA
"4393",1500.965,"0",NA,NA,NA,NA,NA,NA,NA,"0","240",NA,"312",NA,NA,NA,NA
"4393",1589.895,"0",NA,NA,NA,NA,NA,NA,NA,"0","378",NA,"302",NA,NA,NA,NA
"4393",1682.702,"0",NA,NA,NA,NA,NA,NA,NA,"0","363",NA,"464",NA,NA,NA,NA
"4393",1783.428,"0",NA,NA,NA,NA,NA,NA,NA,"0","466",NA,"373",NA,NA,NA,NA
"4393",1892.342,"0",NA,NA,NA,NA,NA,NA,NA,"0","298",NA,"377",NA,NA,NA,NA
"4393",2024.415,"0",NA,NA,NA,NA,NA,NA,NA,"0","91",NA,"451",NA,NA,NA,NA
"4393",2137.547,"0",NA,NA,NA,NA,NA,NA,NA,"0","69",NA,"376",NA,NA,NA,NA
"4393",2179.238,"0",NA,NA,NA,NA,NA,NA,NA,"0","64",NA,"172",NA,NA,NA,NA
"4393",2213.627,"0",NA,NA,NA,NA,NA,NA,NA,"0","102",NA,"496",NA,NA,NA,NA
"4393",2274.358,"0",NA,NA,NA,NA,NA,NA,NA,"0","256",NA,"389",NA,NA,NA,NA
"4393",2303.453,"0",NA,NA,NA,NA,NA,NA,NA,"0","220",NA,"248",NA,NA,NA,NA
"4393",2331.283,"0",NA,NA,NA,NA,NA,NA,NA,"0","324",NA,"224",NA,NA,NA,NA
"4393",2359.133,"0",NA,NA,NA,NA,NA,NA,NA,"0","385",NA,"272",NA,NA,NA,NA
"4393",2387.647,"0",NA,NA,NA,NA,NA,NA,NA,"0","315",NA,"347",NA,NA,NA,NA
"4393",2417.388,"0",NA,NA,NA,NA,NA,NA,NA,"0","341",NA,"366",NA,NA,NA,NA
"4393",2449.286,"0",NA,NA,NA,NA,NA,NA,NA,"0","296",NA,"382",NA,NA,NA,NA
"4393",2485.137,"0",NA,NA,NA,NA,NA,NA,NA,"0","165",NA,"451",NA,NA,NA,NA
"4393",2532.271,"0",NA,NA,NA,NA,NA,NA,NA,"0","132",NA,"525",NA,NA,NA,NA
"4393",2574.961,"0",NA,NA,NA,NA,NA,NA,NA,"1","76",NA,"432",NA,NA,NA,NA
"4393",2605.606,"0",NA,NA,NA,NA,NA,NA,NA,"0","145",NA,"463",NA,NA,NA,NA
"4393",2633.652,"0",NA,NA,NA,NA,NA,NA,NA,"0","192",NA,"338",NA,NA,NA,NA
"4393",2660.8,"0",NA,NA,NA,NA,NA,NA,NA,"0","248",NA,"232",NA,NA,NA,NA
"4393",2688.426,"0",NA,NA,NA,NA,NA,NA,NA,"0","291",NA,"232",NA,NA,NA,NA
"4393",2716.89,"0",NA,NA,NA,NA,NA,NA,NA,"0","426",NA,"287",NA,NA,NA,NA
"4393",2749.089,"0",NA,NA,NA,NA,NA,NA,NA,"0","294",NA,"268",NA,NA,NA,NA
"4393",2818.532,"0",NA,NA,NA,NA,NA,NA,NA,"0","279",NA,"475",NA,NA,NA,NA
"4393",2891.637,"0",NA,NA,NA,NA,NA,NA,NA,"0","342",NA,"344",NA,NA,NA,NA
"4393",3009.108,"0",NA,NA,NA,NA,NA,NA,NA,"0","200",NA,"283",NA,NA,NA,NA
"4393",3060.961,"0",NA,NA,NA,NA,NA,NA,NA,"0","278",NA,"272",NA,NA,NA,NA
"4393",3111.446,"0",NA,NA,NA,NA,NA,NA,NA,"0","422",NA,"147",NA,NA,NA,NA
"4393",3161.395,"0",NA,NA,NA,NA,NA,NA,NA,"0","319",NA,"304",NA,NA,NA,NA
"4393",3211.483,"0",NA,NA,NA,NA,NA,NA,NA,"0","438",NA,"141",NA,NA,NA,NA
"4393",3262.457,"0",NA,NA,NA,NA,NA,NA,NA,"0","653",NA,"146",NA,NA,NA,NA
"4393",3316.474,"0",NA,NA,NA,NA,NA,NA,NA,"0","414",NA,"199",NA,NA,NA,NA
"4393",3375.287,"0",NA,NA,NA,NA,NA,NA,NA,"0","223",NA,"77",NA,NA,NA,NA
"4393",3441.703,"0",NA,NA,NA,NA,NA,NA,NA,"0","309",NA,"126",NA,NA,NA,NA
"4393",3568.364,"0",NA,NA,NA,NA,NA,NA,NA,"1","99",NA,"179",NA,NA,NA,NA
"4393",3868.719,"0",NA,NA,NA,NA,NA,NA,NA,"0","58",NA,"133",NA,NA,NA,NA
"4393",4215.259,"0",NA,NA,NA,NA,NA,NA,NA,"0","24",NA,"152",NA,NA,NA,NA
"4393",4746.796,"0",NA,NA,NA,NA,NA,NA,NA,"0","38",NA,"342",NA,NA,NA,NA
"4393",5306.629,"0",NA,NA,NA,NA,NA,NA,NA,"0","15",NA,"112",NA,NA,NA,NA
"4393",5796.444,"0",NA,NA,NA,NA,NA,NA,NA,"0","6",NA,"136",NA,NA,NA,NA
"4393",6270.459,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"122",NA,NA,NA,NA
"4393",6730.904,"0",NA,NA,NA,NA,NA,NA,NA,"0","7",NA,"285",NA,NA,NA,NA
"4393",7200.402,"0",NA,NA,NA,NA,NA,NA,NA,"0","5",NA,"221",NA,NA,NA,NA
"4393",7701.32,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"155",NA,NA,NA,NA
"4393",8279.746,"0",NA,NA,NA,NA,NA,NA,NA,"0","8",NA,"87",NA,NA,NA,NA
"4393",8729.972,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"214",NA,NA,NA,NA
"4393",8890.059,"0",NA,NA,NA,NA,NA,NA,NA,"0","5",NA,"254",NA,NA,NA,NA
"4393",9042.238,"0",NA,NA,NA,NA,NA,NA,NA,"0","2",NA,"250",NA,NA,NA,NA
"4393",9204.481,"0",NA,NA,NA,NA,NA,NA,NA,"0","1",NA,"480",NA,NA,NA,NA
"4393",9351.487,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"291",NA,NA,NA,NA
"4393",9463.072,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"218",NA,NA,NA,NA
"4393",9574.561,"0",NA,NA,NA,NA,NA,NA,NA,"0","11",NA,"172",NA,NA,NA,NA
"4393",9729.992,"0",NA,NA,NA,NA,NA,NA,NA,"0","1",NA,"61",NA,NA,NA,NA
"4393",9896.572,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"146",NA,NA,NA,NA
"4393",10053.496,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"93",NA,NA,NA,NA
"4393",10213.747,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"71",NA,NA,NA,NA
"4393",10403.667,"0",NA,NA,NA,NA,NA,NA,NA,"0","1",NA,"231",NA,NA,NA,NA
"4393",10564.382,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"262",NA,NA,NA,NA
"4393",10680.183,"0",NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"343",NA,NA,NA,NA
"4403",628.684,NA,NA,NA,NA,"0",NA,"0","2",NA,"238",NA,"1036",NA,NA,NA,NA
"4403",688.945,NA,NA,NA,NA,"1",NA,"0","1",NA,"194",NA,"852",NA,NA,NA,NA
"4403",752.156,NA,NA,NA,NA,"0",NA,"0","1",NA,"125",NA,"759",NA,NA,NA,NA
"4403",816.326,NA,NA,NA,NA,"1",NA,"0","3",NA,"95",NA,"796",NA,NA,NA,NA
"4403",890.998,NA,NA,NA,NA,"0",NA,"0","3",NA,"81",NA,"730",NA,NA,NA,NA
"4403",990.991,NA,NA,NA,NA,"1",NA,"0","1",NA,"56",NA,"679",NA,NA,NA,NA
"4403",1036.547,NA,NA,NA,NA,"1",NA,"0","1",NA,"49",NA,"622",NA,NA,NA,NA
"4403",1056.906,NA,NA,NA,NA,"3",NA,"0","9",NA,"56",NA,"732",NA,NA,NA,NA
"4403",1074.9,NA,NA,NA,NA,"1",NA,"0","5",NA,"42",NA,"506",NA,NA,NA,NA
"4403",1092.015,NA,NA,NA,NA,"0",NA,"0","1",NA,"68",NA,"566",NA,NA,NA,NA
"4403",1109.882,NA,NA,NA,NA,"0",NA,"0","0",NA,"65",NA,"410",NA,NA,NA,NA
"4403",1130.374,NA,NA,NA,NA,"0",NA,"0","1",NA,"64",NA,"355",NA,NA,NA,NA
"4403",1160.854,NA,NA,NA,NA,"0",NA,"0","0",NA,"40",NA,"289",NA,NA,NA,NA
"4403",1201.149,NA,NA,NA,NA,"0",NA,"1","4",NA,"68",NA,"273",NA,NA,NA,NA
"4403",1229.913,NA,NA,NA,NA,"0",NA,"0","1",NA,"46",NA,"278",NA,NA,NA,NA
"4403",1254.912,NA,NA,NA,NA,"0",NA,"0","2",NA,"23",NA,"185",NA,NA,NA,NA
"4403",1279.848,NA,NA,NA,NA,"0",NA,"0","4",NA,"27",NA,"228",NA,NA,NA,NA
"4403",1304.156,NA,NA,NA,NA,"0",NA,"0","2",NA,"30",NA,"363",NA,NA,NA,NA
"4403",1329.628,NA,NA,NA,NA,"0",NA,"0","0",NA,"29",NA,"317",NA,NA,NA,NA
"4403",1359.107,NA,NA,NA,NA,"0",NA,"0","0",NA,"17",NA,"317",NA,NA,NA,NA
"4403",1410.29,NA,NA,NA,NA,"0",NA,"0","2",NA,"1",NA,"306",NA,NA,NA,NA
"4403",1500.548,NA,NA,NA,NA,"0",NA,"0","1",NA,"12",NA,"301",NA,NA,NA,NA
"4403",1567.708,NA,NA,NA,NA,"0",NA,"0","0",NA,"10",NA,"255",NA,NA,NA,NA
"4403",1626.209,NA,NA,NA,NA,"0",NA,"0","0",NA,"10",NA,"309",NA,NA,NA,NA
"4403",1682.682,NA,NA,NA,NA,"0",NA,"0","1",NA,"11",NA,"262",NA,NA,NA,NA
"4403",1740.075,NA,NA,NA,NA,"0",NA,"0","0",NA,"17",NA,"327",NA,NA,NA,NA
"4403",1800.093,NA,NA,NA,NA,"0",NA,"0","1",NA,"2",NA,"170",NA,NA,NA,NA
"4403",1869.645,NA,NA,NA,NA,"0",NA,"0","0",NA,"1",NA,"138",NA,NA,NA,NA
"4403",1971.309,NA,NA,NA,NA,"0",NA,"0","1",NA,"10",NA,"203",NA,NA,NA,NA
"4403",2072.145,NA,NA,NA,NA,"0",NA,"0","2",NA,"4",NA,"182",NA,NA,NA,NA
"4403",2141.655,NA,NA,NA,NA,"0",NA,"0","1",NA,"11",NA,"251",NA,NA,NA,NA
"4403",2200.378,NA,NA,NA,NA,"0",NA,"0","1",NA,"18",NA,"303",NA,NA,NA,NA
"4403",2256.613,NA,NA,NA,NA,"0",NA,"0","1",NA,"15",NA,"196",NA,NA,NA,NA
"4403",2314.989,NA,NA,NA,NA,"0",NA,"0","1",NA,"10",NA,"196",NA,NA,NA,NA
"4403",2373.008,NA,NA,NA,NA,"0",NA,"0","4",NA,"5",NA,"238",NA,NA,NA,NA
"4403",2438.672,NA,NA,NA,NA,"0",NA,"0","4",NA,"9",NA,"162",NA,NA,NA,NA
"4403",2543.355,NA,NA,NA,NA,"0",NA,"0","1",NA,"1",NA,"241",NA,NA,NA,NA
"4403",2674.278,NA,NA,NA,NA,"0",NA,"0","6",NA,"11",NA,"455",NA,NA,NA,NA
"4403",2771.362,NA,NA,NA,NA,"0",NA,"0","0",NA,"7",NA,"237",NA,NA,NA,NA
"4403",2857.732,NA,NA,NA,NA,"0",NA,"0","0",NA,"5",NA,"405",NA,NA,NA,NA
"4403",2941.875,NA,NA,NA,NA,"0",NA,"1","3",NA,"1",NA,"331",NA,NA,NA,NA
"4403",3025.956,NA,NA,NA,NA,"0",NA,"0","1",NA,"1",NA,"355",NA,NA,NA,NA
"4403",3112.839,NA,NA,NA,NA,"0",NA,"0","0",NA,"4",NA,"353",NA,NA,NA,NA
"4403",3209.185,NA,NA,NA,NA,"0",NA,"0","0",NA,"1",NA,"358",NA,NA,NA,NA
"4403",3374.516,NA,NA,NA,NA,"0",NA,"0","0",NA,"2",NA,"214",NA,NA,NA,NA
"4403",3612.495,NA,NA,NA,NA,"0",NA,"0","1",NA,"1",NA,"160",NA,NA,NA,NA
"4403",3788.857,NA,NA,NA,NA,"0",NA,"0","1",NA,"2",NA,"180",NA,NA,NA,NA
"4403",3943.172,NA,NA,NA,NA,"0",NA,"0","0",NA,"1",NA,"186",NA,NA,NA,NA
"4403",4093.169,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"152",NA,NA,NA,NA
"4403",4242.19,NA,NA,NA,NA,"0",NA,"0","0",NA,"1",NA,"136",NA,NA,NA,NA
"4403",4399.581,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"148",NA,NA,NA,NA
"4403",4570.224,NA,NA,NA,NA,"0",NA,"0","1",NA,"2",NA,"245",NA,NA,NA,NA
"4403",4797.403,NA,NA,NA,NA,"0",NA,"0","2",NA,"0",NA,"173",NA,NA,NA,NA
"4403",5000.293,NA,NA,NA,NA,"0",NA,"0","0",NA,"3",NA,"169",NA,NA,NA,NA
"4403",5140.147,NA,NA,NA,NA,"0",NA,"0","2",NA,"0",NA,"159",NA,NA,NA,NA
"4403",5264.288,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"182",NA,NA,NA,NA
"4403",5386.643,NA,NA,NA,NA,"0",NA,"0","0",NA,"1",NA,"185",NA,NA,NA,NA
"4403",5507.325,NA,NA,NA,NA,"0",NA,"0","2",NA,"0",NA,"222",NA,NA,NA,NA
"4403",5631.734,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"217",NA,NA,NA,NA
"4403",5772.674,NA,NA,NA,NA,"0",NA,"0","0",NA,"2",NA,"335",NA,NA,NA,NA
"4403",5975.491,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"218",NA,NA,NA,NA
"4403",6175.442,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"264",NA,NA,NA,NA
"4403",6309.82,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"269",NA,NA,NA,NA
"4403",6425.296,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"297",NA,NA,NA,NA
"4403",6536.297,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"130",NA,NA,NA,NA
"4403",6651.187,NA,NA,NA,NA,"0",NA,"0","2",NA,"0",NA,"172",NA,NA,NA,NA
"4403",6769.283,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"273",NA,NA,NA,NA
"4403",6899.198,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"111",NA,NA,NA,NA
"4403",7074.981,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"161",NA,NA,NA,NA
"4403",7181.761,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"274",NA,NA,NA,NA
"4403",7241.622,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"392",NA,NA,NA,NA
"4403",7295.568,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"321",NA,NA,NA,NA
"4403",7346.976,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"326",NA,NA,NA,NA
"4403",7398.201,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"345",NA,NA,NA,NA
"4403",7452.941,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"451",NA,NA,NA,NA
"4403",7515.05,NA,NA,NA,NA,"0",NA,"0","1",NA,"1",NA,"299",NA,NA,NA,NA
"4403",7622.602,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"267",NA,NA,NA,NA
"4403",7788.292,NA,NA,NA,NA,"0",NA,"0","0",NA,"1",NA,"644",NA,NA,NA,NA
"4403",7912.307,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"287",NA,NA,NA,NA
"4403",8020.415,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"421",NA,NA,NA,NA
"4403",8124.152,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"445",NA,NA,NA,NA
"4403",8224.81,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"461",NA,NA,NA,NA
"4403",8331.011,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"639",NA,NA,NA,NA
"4403",8451.496,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"637",NA,NA,NA,NA
"4403",8609.342,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"512",NA,NA,NA,NA
"4403",8733.756,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"476",NA,NA,NA,NA
"4403",8812.753,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"598",NA,NA,NA,NA
"4403",8882.969,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"529",NA,NA,NA,NA
"4403",8947.25,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"616",NA,NA,NA,NA
"4403",9011.216,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"687",NA,NA,NA,NA
"4403",9078.048,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"638",NA,NA,NA,NA
"4403",9153.864,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"624",NA,NA,NA,NA
"4403",9282.287,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"696",NA,NA,NA,NA
"4403",9436.498,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"788",NA,NA,NA,NA
"4403",9544.428,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"860",NA,NA,NA,NA
"4403",9636.724,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"1247",NA,NA,NA,NA
"4403",9726.668,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"1204",NA,NA,NA,NA
"4403",9813.954,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"1103",NA,NA,NA,NA
"4403",9899.469,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"1379",NA,NA,NA,NA
"4403",9985.933,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"1181",NA,NA,NA,NA
"4403",10077.037,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"1207",NA,NA,NA,NA
"4403",10182.811,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"1339",NA,NA,NA,NA
"4403",10341.975,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"1155",NA,NA,NA,NA
"4403",10466.234,NA,NA,NA,NA,"0",NA,"0","1",NA,"0",NA,"1329",NA,NA,NA,NA
"4403",10561.894,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"1000",NA,NA,NA,NA
"4403",10679.835,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"1131",NA,NA,NA,NA
"4403",10825.206,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"948",NA,NA,NA,NA
"4403",10936.145,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"714",NA,NA,NA,NA
"4403",11042.194,NA,NA,NA,NA,"0",NA,"0","0",NA,"0",NA,"201",NA,NA,NA,NA
"4403",11155.082,NA,NA,NA,NA,"0",NA,"0","9",NA,"3",NA,"322",NA,NA,NA,NA
"4403",11308.668,NA,NA,NA,NA,"2",NA,"0","5",NA,"0",NA,"887",NA,NA,NA,NA
"4420",-0.186,"0",NA,NA,NA,"0",NA,NA,"0","0","370",NA,"462",NA,NA,NA,NA
"4420",85.376,"0",NA,NA,NA,"0",NA,NA,"2","0","421",NA,"409",NA,NA,NA,NA
"4420",161.41,"0",NA,NA,NA,"0",NA,NA,"0","0","315",NA,"444",NA,NA,NA,NA
"4420",234.461,"0",NA,NA,NA,"0",NA,NA,"0","0","292",NA,"484",NA,NA,NA,NA
"4420",305.981,"0",NA,NA,NA,"0",NA,NA,"0","0","235",NA,"454",NA,NA,NA,NA
"4420",378.122,"0",NA,NA,NA,"0",NA,NA,"0","0","155",NA,"336",NA,NA,NA,NA
"4420",451.236,"0",NA,NA,NA,"1",NA,NA,"0","0","96",NA,"298",NA,NA,NA,NA
"4420",529.291,"0",NA,NA,NA,"0",NA,NA,"0","0","72",NA,"381",NA,NA,NA,NA
"4420",685.194,"0",NA,NA,NA,"0",NA,NA,"0","0","63",NA,"534",NA,NA,NA,NA
"4420",951.397,"1",NA,NA,NA,"0",NA,NA,"0","0","83",NA,"594",NA,NA,NA,NA
"4420",1208.579,"0",NA,NA,NA,"0",NA,NA,"0","0","154",NA,"397",NA,NA,NA,NA
"4420",1456.209,"0",NA,NA,NA,"0",NA,NA,"0","0","176",NA,"309",NA,NA,NA,NA
"4420",1701.088,"0",NA,NA,NA,"0",NA,NA,"0","0","134",NA,"241",NA,NA,NA,NA
"4420",1949.886,"0",NA,NA,NA,"0",NA,NA,"0","0","32",NA,"492",NA,NA,NA,NA
"4420",2207.525,"0",NA,NA,NA,"0",NA,NA,"0","0","132",NA,"239",NA,NA,NA,NA
"4420",2261.747,"0",NA,NA,NA,"0",NA,NA,"0","0","103",NA,"225",NA,NA,NA,NA
"4420",2344.812,"0",NA,NA,NA,"0",NA,NA,"0","0","99",NA,"226",NA,NA,NA,NA
"4420",2425.144,"0",NA,NA,NA,"0",NA,NA,"0","0","137",NA,"280",NA,NA,NA,NA
"4420",2473.536,"0",NA,NA,NA,"0",NA,NA,"1","0","91",NA,"329",NA,NA,NA,NA
"4420",2570.175,"0",NA,NA,NA,"0",NA,NA,"0","0","100",NA,"250",NA,NA,NA,NA
"4420",2635.35,"0",NA,NA,NA,"0",NA,NA,"1","0","112",NA,"206",NA,NA,NA,NA
"4420",2718.942,"0",NA,NA,NA,"0",NA,NA,"0","0","147",NA,"207",NA,NA,NA,NA
"4420",2799.706,"0",NA,NA,NA,"0",NA,NA,"0","0","226",NA,"207",NA,NA,NA,NA
"4420",2879.545,"0",NA,NA,NA,"0",NA,NA,"0","0","128",NA,"180",NA,NA,NA,NA
"4420",2959.519,"0",NA,NA,NA,"0",NA,NA,"0","0","130",NA,"167",NA,NA,NA,NA
"4420",3040.801,"0",NA,NA,NA,"0",NA,NA,"0","0","84",NA,"189",NA,NA,NA,NA
"4420",3127.46,"0",NA,NA,NA,"0",NA,NA,"1","0","125",NA,"235",NA,NA,NA,NA
"4420",3173.547,"0",NA,NA,NA,"0",NA,NA,"0","0","100",NA,"145",NA,NA,NA,NA
"4420",3215.126,"0",NA,NA,NA,"0",NA,NA,"1","1","154",NA,"202",NA,NA,NA,NA
"4420",3251.62,"0",NA,NA,NA,"0",NA,NA,"0","0","423",NA,"154",NA,NA,NA,NA
"4420",3283.529,"0",NA,NA,NA,"0",NA,NA,"1","0","311",NA,"102",NA,NA,NA,NA
"4420",3343.342,"0",NA,NA,NA,"0",NA,NA,"1","0","360",NA,"101",NA,NA,NA,NA
"4420",3400.978,"0",NA,NA,NA,"0",NA,NA,"0","0","137",NA,"152",NA,NA,NA,NA
"4420",3457.808,"0",NA,NA,NA,"0",NA,NA,"2","0","77",NA,"152",NA,NA,NA,NA
"4420",3512.227,"0",NA,NA,NA,"0",NA,NA,"0","0","66",NA,"142",NA,NA,NA,NA
"4420",3566.367,"0",NA,NA,NA,"0",NA,NA,"1","0","36",NA,"195",NA,NA,NA,NA
"4420",3620.999,"0",NA,NA,NA,"0",NA,NA,"0","0","28",NA,"115",NA,NA,NA,NA
"4420",3676.093,"0",NA,NA,NA,"0",NA,NA,"0","0","20",NA,"89",NA,NA,NA,NA
"4420",3732.714,"0",NA,NA,NA,"0",NA,NA,"0","0","83",NA,"80",NA,NA,NA,NA
"4420",3792.738,"0",NA,NA,NA,"0",NA,NA,"0","0","28",NA,"112",NA,NA,NA,NA
"4420",3824.188,"0",NA,NA,NA,"0",NA,NA,"0","0","59",NA,"106",NA,NA,NA,NA
"4420",3857.735,"0",NA,NA,NA,"0",NA,NA,"1","0","82",NA,"88",NA,NA,NA,NA
"4420",3901.397,"0",NA,NA,NA,"0",NA,NA,"0","0","11",NA,"96",NA,NA,NA,NA
"4420",3947.124,"0",NA,NA,NA,"0",NA,NA,"0","0","17",NA,"91",NA,NA,NA,NA
"4420",4035.935,"0",NA,NA,NA,"0",NA,NA,"0","0","13",NA,"91",NA,NA,NA,NA
"4420",4100.112,"0",NA,NA,NA,"0",NA,NA,"0","0","4",NA,"54",NA,NA,NA,NA
"4420",4152.089,"0",NA,NA,NA,"0",NA,NA,"0","0","16",NA,"109",NA,NA,NA,NA
"4420",4200.073,"0",NA,NA,NA,"0",NA,NA,"0","0","11",NA,"119",NA,NA,NA,NA
"4420",4243.486,"0",NA,NA,NA,"0",NA,NA,"0","0","42",NA,"74",NA,NA,NA,NA
"4420",4284.245,"0",NA,NA,NA,"0",NA,NA,"1","0","19",NA,"66",NA,NA,NA,NA
"4420",4325.037,"0",NA,NA,NA,"0",NA,NA,"0","0","8",NA,"121",NA,NA,NA,NA
"4420",4365.594,"0",NA,NA,NA,"0",NA,NA,"0","0","16",NA,"76",NA,NA,NA,NA
"4420",4403.601,"0",NA,NA,NA,"0",NA,NA,"0","0","29",NA,"91",NA,NA,NA,NA
"4420",4421.722,"0",NA,NA,NA,"0",NA,NA,"0","0","12",NA,"73",NA,NA,NA,NA
"4420",4441.147,"0",NA,NA,NA,"0",NA,NA,"0","0","13",NA,"88",NA,NA,NA,NA
"4420",4460.083,"0",NA,NA,NA,"0",NA,NA,"0","0","15",NA,"80",NA,NA,NA,NA
"4420",4480.032,"0",NA,NA,NA,"0",NA,NA,"0","0","18",NA,"126",NA,NA,NA,NA
"4420",4516.647,"1",NA,NA,NA,"0",NA,NA,"0","0","18",NA,"68",NA,NA,NA,NA
"4420",4553.855,"0",NA,NA,NA,"0",NA,NA,"0","0","20",NA,"160",NA,NA,NA,NA
"4468",1849.305,NA,NA,NA,NA,NA,NA,"1",NA,NA,"4",NA,"272",NA,NA,NA,NA
