"X.1","X","LabID","weighted_mean","long","lat","Material"
1417,1417,"Hel-1005",768.350608512538,29.7,62.2666666666667,"wood"
1418,1418,"Hel-1006",5166.23807385401,24.85,60.2666666666667,"charcoal"
1419,1419,"Hel-1007",8221.64772790952,24.85,60.2666666666667,"charcoal"
1420,1420,"Hel-1008",2635.01827419335,24.85,60.2666666666667,"charcoal"
1421,1421,"Hel-1029",1108.45482959504,27.5833333333333,60.45,"wood"
1422,1422,"Hel-1030",907.458056489071,27.5833333333333,60.45,"cow hair"
1423,1423,"Hel-1044",2535.81993978539,24.85,60.2666666666667,"charcoal"
1424,1424,"Hel-1045",2861.07291570727,24.85,60.2666666666667,"charcoal"
1425,1425,"Hel-1046",2604.23921110278,24.85,60.2666666666667,"charcoal"
1426,1426,"Hel-1047",2906.79551724617,24.85,60.2666666666667,"charcoal"
1427,1427,"Hel-1048",2799.92974183621,24.85,60.2666666666667,"charcoal"
1428,1428,"Hel-1049",2806.86420193855,24.85,60.2666666666667,"charcoal"
1429,1429,"Hel-1050",2806.86420193855,24.85,60.2666666666667,"charcoal"
1430,1430,"Hel-1054",5767.04449738309,23.5833333333333,60.7166666666667,"gyttja"
1431,1431,"Hel-1055",5211.21500725371,23.5833333333333,60.7166666666667,"peat"
1432,1432,"Hel-1056",3721.13479714844,23.5833333333333,60.7166666666667,"peat"
1433,1433,"Hel-1057",3059.39846228875,23.5833333333333,60.7166666666667,"peat"
1434,1434,"Hel-1058",2645.8293658779,23.5833333333333,60.7166666666667,"peat"
1435,1435,"Hel-1093",726.877464982223,29.7,62.2666666666667,"withe"
1436,1436,"Hel-1096",5639.57549607636,22.05,61.6,"wood"
1437,1437,"Hel-1143",3152.30739154336,21.4,60.2,"charcoal"
1438,1438,"Hel-1181",261.496704134583,27.4333333333333,63,"charcoal"
1439,1439,"Hel-1182",1739.36009236124,23.1333333333333,60.4,"charcoal"
1440,1440,"Hel-1183",1872.85806518401,23.1333333333333,60.4,"charcoal"
1441,1441,"Hel-1184",3024.20705310703,23.1333333333333,60.4,"charcoal"
1442,1442,"Hel-1185",1669.066446309,23.1333333333333,60.4,"charcoal"
1443,1443,"Hel-1186",1703.79995634741,23.1333333333333,60.4,"charcoal"
1444,1444,"Hel-1187",1700.38755314192,23.1333333333333,60.4,"charcoal"
1445,1445,"Hel-1188",1286.54129358546,23.1333333333333,60.4,"charcoal"
1446,1446,"Hel-1189",1678.71438382286,23.1333333333333,60.4,"charcoal"
1447,1447,"Hel-1190",3037.3453312414,23.1333333333333,60.4,"charcoal"
1448,1448,"Hel-1217",1498.07839388702,25.8666666666667,61.3,"charcoal"
1449,1449,"Hel-1218",6123.59165068057,25.7333333333333,61.8833333333333,"charcoal"
1450,1450,"Hel-1227",186.632896263501,23.7666666666667,60.1333333333333,"charcoal"
1451,1451,"Hel-1228",1845.79224403096,22.3,60.45,"charcoal"
1452,1452,"Hel-1229",5500.74142885736,22.2833333333333,60.4666666666667,"charcoal"
1453,1453,"Hel-1230",2157.82861992888,22.2833333333333,60.4666666666667,"charcoal"
1454,1454,"Hel-1255",2283.40282669084,23.1333333333333,60.4,"charcoal"
1455,1455,"Hel-1256",1435.72066884033,23.1333333333333,60.4,"charcoal"
1456,1456,"Hel-1257",1910.61591145432,23.1333333333333,60.4,"charcoal"
1457,1457,"Hel-1258",1624.57636603121,23.1333333333333,60.4,"charcoal"
1458,1458,"Hel-1259",2085.51308364056,23.1333333333333,60.4,"charcoal"
1459,1459,"Hel-1260",1811.69594340233,23.1333333333333,60.4,"charcoal"
1460,1460,"Hel-1261",1907.8675160862,23.1333333333333,60.4,"charcoal"
1461,1461,"Hel-1262",1835.97674385591,23.1333333333333,60.4,"charcoal"
1462,1462,"Hel-1263",1948.98353588652,23.1333333333333,60.4,"charcoal"
1463,1463,"Hel-1264",1823.81226585073,23.1333333333333,60.4,"charcoal"
1464,1464,"Hel-1265",1613.68058408489,23.1333333333333,60.4,"charcoal"
1465,1465,"Hel-1272",494.362991904,27.5333333333333,61.8,"wood"
1469,1469,"Hel-1310",1516.98295687228,23.1333333333333,60.3833333333333,"charcoal"
1470,1470,"Hel-1311",1536.74578576721,23.1333333333333,60.3833333333333,"charcoal"
1471,1471,"Hel-1312",361.002977116094,22.1666666666667,61.0833333333333,"wood"
1472,1472,"Hel-1383",2567.79721719031,22.1666666666667,61.0833333333333,"charcoal"
1474,1474,"Hel-1401",3701.19452409312,28.5,64.7,"charcoal"
1475,1475,"Hel-1402",1987.41303806531,28.5,64.7,"charcoal"
1476,1476,"Hel-1533",159.227232107251,29.7,62.2666666666667,"wood"
1479,1479,"Hel-1596",985.80754946121,21.8333333333333,60.8,"charcoal"
1480,1480,"Hel-1597",963.979702673047,21.8333333333333,60.8,"charcoal"
1481,1481,"Hel-1598",720.578451744634,24.8833333333333,60.25,"charcoal"
1482,1482,"Hel-1599",757.764793375072,24.8833333333333,60.25,"charcoal"
1483,1483,"Hel-1600",570.597749552191,27.7666666666667,64.2166666666667,"charcoal"
1484,1484,"Hel-1601",627.576066720802,29.5166666666667,64.9,"charcoal"
1485,1485,"Hel-1602",306.211033721126,28.85,64.9,"charcoal"
1489,1489,"Hel-1692",1835.97674385591,24.65,60.2333333333333,"charcoal"
1490,1490,"Hel-1693",1419.22995325014,24.65,60.2333333333333,"charcoal"
1491,1491,"Hel-1697",6753.51091168963,25.3333333333333,62.6666666666667,"charcoal"
1492,1492,"Hel-1698",6613.14300911527,25.3333333333333,62.6666666666667,"charcoal"
1493,1493,"Hel-1699",6854.05127112512,25.3333333333333,62.6666666666667,"charcoal"
1494,1494,"Hel-1711",2835.43678826878,25.5833333333333,60.5333333333333,"charcoal"
1495,1495,"Hel-1714",6254.40819387154,25.5833333333333,60.5166666666667,"charcoal"
